grade,label,rct,tsi,stfi,caliper,moisture,basisweight,cull
NL110550,1/18/2017 13:27,124.00,4.84,,15.35,6.07,52.23,119.50
NL250550,4/4/2017 9:17,121.00,4.81,26.14,14.63,6.38,52.24,119.50
NL110550,4/13/2017 7:19,128.00,5.02,28.72,15.31,5.86,52.24,119.50
NL050550,2/4/2017 16:02,123.00,4.82,27.40,15.51,6.24,52.24,119.50
NL050550,2/20/2017 2:59,121.00,5.08,27.00,15.70,5.82,52.24,119.50
NL050550,1/19/2017 16:16,126.00,4.75,26.40,15.34,6.00,52.25,119.50
NL110550,1/18/2017 10:22,120.00,4.97,,15.40,6.08,52.25,119.50
NL050550,3/6/2017 12:10,122.00,5.13,28.56,15.42,6.54,52.25,119.50
NL050550,3/24/2017 11:48,122.00,4.61,27.77,14.52,6.92,52.25,119.50
NL250550,2/28/2017 6:20,130.00,5.13,29.24,14.80,6.61,52.25,119.50
NL110550,4/13/2017 8:54,127.00,5.13,28.08,15.43,5.75,52.25,119.50
NL050550,3/6/2017 2:41,128.00,5.10,26.81,15.45,6.47,52.26,119.50
NL110550,3/28/2017 2:45,123.00,4.80,27.96,15.48,6.82,52.26,119.50
NL250550,2/28/2017 3:01,124.00,5.15,29.53,14.97,6.29,52.26,119.50
NL050550,2/10/2017 15:36,122.00,4.84,25.50,15.35,5.59,52.26,119.50
NL050550,3/28/2017 10:35,125.00,4.52,26.15,15.49,6.26,52.26,119.50
NL250550,2/28/2017 0:50,126.00,5.09,27.57,15.18,6.00,52.26,119.50
NL250550,2/28/2017 1:23,130.00,4.98,28.84,15.21,6.30,52.27,119.50
NL050550,2/4/2017 22:53,127.00,4.76,28.78,15.37,6.74,52.27,119.50
NL050550,3/24/2017 7:03,124.00,4.72,29.34,14.34,6.55,52.27,119.50
NL050420,3/11/2017 19:52,127.00,5.19,28.51,15.37,6.56,52.27,89.50
NL050550,2/26/2017 18:56,121.00,5.17,29.80,15.27,6.43,52.27,119.50
NL050550,3/5/2017 13:49,128.00,4.96,29.51,15.43,6.57,52.28,119.50
NL050550,4/14/2017 2:02,120.00,4.40,25.75,15.62,5.74,52.28,119.50
NL110550,3/8/2017 7:08,125.00,4.94,27.34,15.70,5.93,52.28,119.50
NL250550,2/11/2017 18:44,127.00,5.03,27.98,14.52,5.64,52.28,119.50
NL050550,2/26/2017 8:49,125.00,4.97,29.17,15.47,5.93,52.29,119.50
NL050550,3/29/2017 13:51,129.00,4.98,28.91,15.33,6.11,52.29,119.50
NL050550,3/30/2017 16:49,129.00,4.99,29.11,15.40,6.35,52.29,119.50
NL050550,3/23/2017 5:07,127.00,4.96,30.02,14.36,6.65,52.29,119.50
NL050550,3/28/2017 0:37,121.00,4.91,27.54,15.48,6.41,52.29,119.50
NL050550,4/5/2017 6:00,127.00,4.86,26.76,15.53,6.17,52.29,119.50
NL110550,1/4/2017 17:24,134.00,5.04,18.66,14.90,6.26,52.29,119.50
NL050550,4/13/2017 22:57,121.00,4.93,25.98,15.58,5.94,52.30,119.50
NL050550,4/4/2017 18:41,124.00,5.03,29.90,14.94,6.27,52.30,119.50
NL050550,2/5/2017 13:28,124.00,5.05,28.75,15.27,6.38,52.30,119.50
NL050550,2/4/2017 14:59,122.00,4.97,26.96,15.65,5.77,52.30,119.50
NL050550,1/11/2017 16:32,128.00,4.67,28.16,15.23,6.14,52.30,119.50
NL250550,2/11/2017 19:18,123.00,4.89,28.45,14.44,5.81,52.31,119.50
NL050550,3/6/2017 22:37,123.00,5.04,25.15,15.53,6.07,52.31,119.50
NL250550,1/10/2017 7:46,121.00,4.28,21.12,15.06,6.40,52.31,119.50
NL050550,3/24/2017 1:26,124.00,4.65,29.11,14.49,6.87,52.31,119.50
NL050550,4/13/2017 21:25,123.00,4.78,26.66,15.67,5.58,52.32,119.50
NL050550,3/29/2017 19:20,125.00,4.78,26.59,15.29,5.95,52.32,119.50
NL050550,3/22/2017 7:08,123.00,4.86,27.52,14.39,6.64,52.32,119.50
NL050550,2/20/2017 1:24,123.00,4.91,28.53,15.82,6.27,52.32,119.50
NL250550,2/28/2017 7:27,126.00,5.13,27.59,14.98,6.01,52.33,119.50
NL050550,4/4/2017 3:29,126.00,5.12,29.45,14.68,6.20,52.33,119.50
NL050550,2/28/2017 10:45,122.00,4.89,28.99,15.06,6.65,52.33,119.50
NL050550,4/7/2017 16:51,121.00,5.18,28.69,15.36,6.38,52.34,119.50
NL050550,1/20/2017 10:05,126.00,4.79,27.00,15.68,6.19,52.34,119.50
NL250550,4/4/2017 17:34,124.00,5.07,26.37,14.74,6.04,52.34,119.50
NL050550,2/20/2017 12:03,125.00,5.12,28.09,15.41,6.41,52.34,119.50
NL050550,4/7/2017 23:21,131.00,5.15,29.09,15.37,6.08,52.34,119.50
NL050550,3/5/2017 21:50,131.00,5.07,28.17,15.47,6.63,52.35,119.50
NL110550,2/11/2017 22:37,129.00,5.09,29.66,15.16,5.90,52.35,119.50
NL250550,1/9/2017 19:26,122.00,4.24,27.37,14.38,6.40,52.35,119.50
NL050550,3/8/2017 18:05,126.00,5.02,27.61,15.40,6.69,52.35,119.50
NL050550,3/29/2017 10:32,126.00,4.85,25.98,15.34,6.16,52.35,119.50
NL110550,3/8/2017 14:57,122.00,4.73,27.20,15.64,6.28,52.35,119.50
NL050550,2/27/2017 4:57,123.00,4.90,29.09,15.39,6.63,52.36,119.50
NL050550,1/19/2017 0:13,123.00,4.83,,15.59,6.67,52.36,119.50
NL050550,3/30/2017 2:14,120.00,4.82,23.72,15.46,6.11,52.37,119.50
NL050550,1/12/2017 22:19,124.00,4.25,24.47,15.58,6.39,52.38,119.50
NL250550,1/9/2017 15:06,123.00,4.18,19.73,14.30,6.40,52.38,119.50
NL050550,3/28/2017 4:20,123.00,4.77,27.51,15.51,6.41,52.38,119.50
NL050550,3/28/2017 13:45,128.00,4.57,28.84,15.52,6.56,52.39,119.50
NL050550,2/13/2017 17:48,132.00,4.99,27.90,15.26,6.02,52.39,119.50
NL050550,4/16/2017 16:41,126.00,5.13,25.74,15.64,5.34,52.39,119.50
NL050550,2/20/2017 13:41,122.00,4.88,27.58,15.52,6.44,52.39,119.50
NL110550,1/18/2017 18:05,121.00,4.85,,15.49,6.27,52.40,119.50
NL250550,2/11/2017 11:54,126.00,4.99,28.46,14.21,5.86,52.40,119.50
NL050550,3/30/2017 7:06,121.00,4.91,25.35,15.46,6.28,52.40,119.50
NL050550,3/24/2017 18:53,123.00,4.85,28.87,14.46,6.55,52.40,119.50
NL110550,1/18/2017 15:00,124.00,5.02,,15.47,6.65,52.40,119.50
NL050550,3/24/2017 10:13,122.00,4.84,29.07,14.47,7.05,52.41,119.50
NL250550,1/10/2017 10:20,124.00,4.21,22.58,15.08,6.41,52.41,119.50
NL050550,3/29/2017 15:33,126.00,4.84,25.97,15.33,6.38,52.41,119.50
NL050550,3/28/2017 5:54,124.00,4.73,27.23,15.55,6.64,52.41,119.50
NL050550,3/6/2017 4:16,126.00,4.96,26.60,15.63,6.74,52.42,119.50
NL050550,1/21/2017 0:02,123.00,4.94,27.48,15.39,6.18,52.42,119.50
NL110550,2/19/2017 18:59,123.00,4.97,28.31,15.37,6.57,52.42,119.50
NL050550,2/9/2017 20:31,126.00,4.94,29.57,14.95,6.49,52.42,119.50
NL050550,2/11/2017 7:22,124.00,4.99,28.53,14.71,6.12,52.42,119.50
NL050550,3/7/2017 7:22,119.00,5.00,27.83,15.67,6.49,52.43,119.50
NL050550,2/10/2017 13:58,125.00,4.85,29.04,15.20,5.75,52.43,119.50
NL050550,2/9/2017 6:45,125.00,4.79,29.22,14.83,6.27,52.43,119.50
NL050550,3/4/2017 20:32,126.00,5.15,28.78,15.12,6.42,52.43,119.50
NL050550,3/24/2017 8:39,122.00,4.69,30.33,14.51,6.95,52.43,119.50
NL050550,3/24/2017 16:31,131.00,4.84,29.98,14.43,6.39,52.44,119.50
NL050550,2/13/2017 18:57,123.00,4.88,27.88,15.12,5.82,52.44,119.50
NL050550,4/5/2017 7:06,127.00,5.01,27.15,15.73,5.92,52.44,119.50
NL050550,1/11/2017 11:40,122.00,4.55,24.36,15.40,6.42,52.45,119.50
NL050550,2/10/2017 5:46,122.00,4.85,27.81,14.79,6.45,52.45,119.50
NL050550,3/6/2017 1:04,129.00,4.98,27.50,15.41,6.89,52.45,119.50
NL050550,3/22/2017 11:58,125.00,4.83,28.66,14.25,6.47,52.45,119.50
NL050550,2/21/2017 20:19,122.00,5.02,29.23,15.48,6.06,52.46,119.50
NL050550,3/29/2017 22:50,126.00,4.91,28.73,15.30,6.28,52.46,119.50
NL050550,4/8/2017 8:57,121.00,4.79,26.34,15.31,6.35,52.47,119.50
NL110550,4/13/2017 13:37,121.00,5.00,28.92,15.48,6.20,52.48,119.50
NL250550,1/10/2017 12:34,121.00,4.41,25.67,14.87,6.19,52.48,119.50
NL250550,2/11/2017 13:38,122.00,5.12,27.37,14.41,5.41,52.49,119.50
NL050550,2/10/2017 8:51,121.00,4.74,28.35,14.85,6.19,52.50,119.50
NL050550,2/17/2017 8:57,117.00,4.94,26.62,15.53,6.08,52.50,119.50
NL110550,4/13/2017 12:03,122.00,4.84,27.63,15.50,6.41,52.50,119.50
NL250550,1/9/2017 16:33,123.00,4.43,23.20,14.33,6.22,52.50,119.50
NL250550,1/9/2017 13:39,121.00,4.28,25.36,14.25,6.38,52.51,119.50
NL050550,4/7/2017 15:12,124.00,4.95,26.75,15.29,6.44,52.51,119.50
NL250550,1/10/2017 9:14,122.00,4.23,22.20,15.03,6.43,52.51,119.50
NL050550,3/5/2017 7:19,127.00,5.08,28.28,15.56,6.41,52.51,119.50
NL050550,3/6/2017 10:36,125.00,4.96,28.01,15.51,6.58,52.51,119.50
NL250550,2/11/2017 10:46,120.00,4.96,28.65,14.45,6.63,52.52,119.50
NL050550,2/11/2017 1:22,124.00,4.95,27.04,15.31,5.78,52.52,119.50
NL050550,2/10/2017 17:13,119.00,4.52,26.23,15.37,6.79,52.52,119.50
NL050550,4/7/2017 21:44,132.00,5.22,29.36,15.37,6.20,52.52,119.50
NL050550,3/5/2017 8:55,128.00,5.07,28.22,15.43,6.12,52.52,119.50
NL110550,1/18/2017 19:37,126.00,4.93,,15.40,6.40,52.52,119.50
NL050550,1/26/2017 3:24,123.00,4.46,27.04,14.88,5.98,52.53,119.50
NL050550,3/29/2017 8:55,123.00,4.69,24.59,15.44,6.27,52.53,119.50
NL050550,1/11/2017 20:11,121.00,4.42,27.09,15.02,6.48,52.54,119.50
NL050550,3/29/2017 17:36,126.00,4.98,29.96,15.30,6.26,52.54,119.50
NL050550,2/21/2017 12:10,121.00,5.12,27.71,15.42,6.38,52.54,119.50
NL050550,3/30/2017 3:53,121.00,4.70,26.69,15.57,6.15,52.54,119.50
NL050550,2/17/2017 13:48,124.00,5.19,29.57,15.53,6.06,52.55,119.50
NL050550,2/5/2017 18:19,123.00,5.00,28.90,15.27,6.68,52.55,119.50
NL050550,4/16/2017 13:32,126.00,5.10,28.52,15.52,5.90,52.55,119.50
NL110550,3/8/2017 13:23,125.00,4.84,26.04,15.59,6.30,52.55,119.50
NL050550,3/22/2017 1:30,125.00,4.93,30.32,14.13,6.76,52.55,119.50
NL050550,2/27/2017 9:07,120.00,5.00,30.57,15.39,6.64,52.55,119.50
NL050550,3/22/2017 19:16,128.00,4.84,30.82,14.21,6.94,52.55,119.50
NL050550,4/16/2017 11:58,122.00,4.82,25.97,15.63,5.78,52.56,119.50
NL110550,2/19/2017 17:23,124.00,5.01,30.14,15.61,6.49,52.56,119.50
NL050550,4/14/2017 8:34,125.00,4.87,27.26,15.54,6.47,52.56,119.50
NL050550,1/20/2017 11:36,127.00,4.90,27.49,15.74,6.05,52.56,119.50
NL050550,3/28/2017 9:01,122.00,4.67,26.41,15.63,6.33,52.57,119.50
NL110550,1/18/2017 21:10,131.00,4.92,,15.54,6.33,52.57,119.50
NL110550,3/4/2017 23:49,139.00,5.30,28.97,15.13,6.42,52.57,119.50
NL050550,2/27/2017 6:27,122.00,4.99,29.01,15.59,6.22,52.58,119.50
NL050550,3/7/2017 0:10,123.00,5.03,29.89,15.61,6.25,52.58,119.50
NL050550,4/14/2017 19:16,123.00,4.96,28.63,15.56,6.12,52.59,119.50
NL050550,2/12/2017 0:16,124.00,4.63,27.41,15.20,6.07,52.59,119.50
NL050550,3/6/2017 5:50,127.00,5.09,26.16,15.49,6.19,52.59,119.50
NL050550,2/27/2017 15:35,123.00,4.82,26.36,15.47,6.60,52.59,119.50
NL050550,2/20/2017 15:19,111.00,4.83,26.93,15.63,6.64,52.60,119.50
NL050550,1/12/2017 2:02,123.00,4.43,21.69,15.05,6.37,52.60,119.50
NL050550,2/5/2017 8:37,123.00,5.05,29.34,15.25,6.51,52.61,119.50
NL050550,3/31/2017 2:18,124.00,4.83,25.25,15.66,6.58,52.61,119.50
NL050550,3/6/2017 9:00,126.00,4.94,27.82,15.36,6.46,52.61,119.50
NL050550,2/10/2017 7:01,122.00,4.90,28.75,14.74,6.20,52.61,119.50
NL250550,2/11/2017 16:28,121.00,4.73,26.21,14.52,5.91,52.62,119.50
NL050550,2/7/2017 16:31,122.00,5.05,28.94,15.55,5.96,52.62,119.50
NL050550,2/13/2017 19:32,122.00,4.99,30.18,14.94,6.34,52.63,119.50
NL050550,1/12/2017 0:04,122.00,4.49,26.48,14.89,6.56,52.63,119.50
NL050550,3/7/2017 10:38,124.00,5.01,28.42,15.92,6.22,52.64,119.50
NL050550,1/19/2017 7:23,124.00,4.78,,15.81,6.45,52.64,119.50
NL050550,4/16/2017 15:07,127.00,4.99,30.33,15.52,6.30,52.65,119.50
NL050550,4/5/2017 8:42,121.00,4.77,25.26,15.81,6.30,52.65,119.50
NL050550,1/27/2017 4:41,121.00,4.49,28.33,15.13,6.32,52.65,119.50
NL050550,2/26/2017 10:57,122.00,5.03,28.85,15.44,6.62,52.65,119.50
NL050550,2/21/2017 23:23,121.00,4.91,28.58,15.27,6.03,52.65,119.50
NL050550,3/4/2017 18:55,129.00,5.09,27.91,15.32,6.61,52.66,119.50
NL050550,2/26/2017 7:12,124.00,5.15,28.40,15.57,6.01,52.66,119.50
NL250550,4/4/2017 13:42,121.00,4.90,28.12,14.52,6.55,52.67,119.50
NL050550,1/20/2017 22:31,123.00,4.87,28.44,15.76,6.16,52.67,119.50
NL050550,4/6/2017 2:33,120.00,4.66,21.87,16.98,6.20,52.67,119.50
NL050550,2/21/2017 18:41,124.00,5.23,31.09,15.43,6.40,52.67,119.50
NL250550,2/11/2017 11:20,121.00,4.86,28.55,14.37,6.42,52.67,119.50
NL250550,1/10/2017 7:12,121.00,4.32,24.77,15.24,6.01,52.67,119.50
NL050420,1/4/2017 9:25,93.00,4.74,29.04,17.11,5.82,52.67,89.50
NL050550,4/14/2017 0:30,127.00,4.97,26.29,15.65,6.09,52.67,119.50
NL050550,2/12/2017 8:59,123.00,4.86,29.08,15.46,6.58,52.68,119.50
NL050550,3/30/2017 10:20,125.00,4.82,24.06,15.31,6.67,52.68,119.50
NL250550,1/18/2017 6:46,123.00,4.76,25.46,15.29,6.11,52.68,119.50
NL050550,2/21/2017 15:26,124.00,5.04,31.00,15.44,6.58,52.68,119.50
NL050550,2/9/2017 11:15,123.00,4.89,30.19,14.69,6.15,52.68,119.50
NL050550,4/8/2017 4:11,124.00,5.09,28.83,15.40,6.32,52.69,119.50
NL050550,2/27/2017 18:48,128.00,5.05,30.00,15.20,6.93,52.69,119.50
NL050550,4/4/2017 4:06,126.00,5.08,30.58,14.33,7.08,52.69,119.50
NL050550,3/4/2017 12:20,125.00,5.27,29.41,15.45,6.25,52.70,119.50
NL050550,3/21/2017 13:56,123.00,4.92,27.62,15.31,6.58,52.70,119.50
NL050550,2/12/2017 7:21,125.00,4.87,28.79,15.40,6.77,52.70,119.50
NL050550,1/11/2017 12:16,124.00,4.62,26.12,15.33,6.70,52.71,119.50
NL050550,2/14/2017 0:50,127.00,5.01,29.33,15.13,5.99,52.71,119.50
NL050550,2/4/2017 19:11,121.00,4.80,28.28,15.49,6.45,52.71,119.50
NL050550,2/4/2017 19:43,121.00,4.81,26.89,15.52,6.76,52.71,119.50
NL050550,1/19/2017 3:19,122.00,4.85,,15.64,6.84,52.71,119.50
NL050550,1/21/2017 5:57,123.00,5.07,28.68,15.53,6.22,52.72,119.50
NL050550,2/17/2017 1:31,122.00,5.02,28.78,15.54,6.66,52.72,119.50
NL050550,1/25/2017 23:23,125.00,4.39,29.28,14.98,6.34,52.72,119.50
NL050550,2/9/2017 4:49,124.00,4.78,28.53,14.86,6.75,52.73,119.50
NL050550,1/21/2017 10:31,122.00,4.95,27.09,15.50,6.62,52.74,119.50
NL050550,2/5/2017 10:13,124.00,4.93,27.99,15.24,6.35,52.74,119.50
NL050550,1/27/2017 8:41,124.00,4.54,28.64,15.12,6.07,52.74,119.50
NL050550,4/14/2017 16:14,128.00,4.90,29.16,15.96,6.35,52.75,119.50
NL050550,2/11/2017 4:38,122.00,4.89,29.40,15.35,6.19,52.75,119.50
NL050550,1/27/2017 11:21,120.00,4.64,27.09,15.13,6.40,52.75,119.50
NL250550,1/9/2017 12:55,120.00,4.19,27.17,14.14,6.61,52.75,119.50
NL050550,3/23/2017 0:17,124.00,4.68,28.71,14.49,6.77,52.75,119.50
NL110550,2/11/2017 20:58,126.00,4.86,29.54,15.05,6.52,52.76,119.50
NL050550,1/27/2017 12:42,123.00,4.61,29.29,15.19,6.38,52.77,119.50
NL050550,2/20/2017 8:47,127.00,5.02,29.67,15.68,6.80,52.77,119.50
NL050550,2/21/2017 21:56,122.00,4.85,29.68,15.48,6.54,52.77,119.50
NL250550,1/9/2017 15:49,120.00,4.32,27.90,14.10,6.17,52.77,119.50
NL050550,2/5/2017 5:23,123.00,5.02,28.66,15.17,6.67,52.77,119.50
NL250550,1/18/2017 7:17,125.00,4.75,26.52,15.14,6.22,52.77,119.50
NL050550,4/14/2017 7:03,122.00,4.92,27.64,15.69,6.24,52.77,119.50
NL110550,3/8/2017 10:15,124.00,4.87,29.55,15.56,6.78,52.77,119.50
NL050550,3/6/2017 7:26,128.00,5.16,28.17,15.51,6.79,52.77,119.50
NL250550,2/11/2017 17:36,121.00,4.74,27.57,14.34,6.19,52.78,119.50
NL250550,2/11/2017 14:46,121.00,4.93,29.54,14.57,6.14,52.78,119.50
NL050550,2/26/2017 23:50,124.00,5.03,29.36,15.30,6.37,52.78,119.50
NL250550,2/28/2017 5:13,126.00,5.01,28.65,14.96,6.93,52.78,119.50
NL050550,4/15/2017 16:59,126.00,5.00,28.29,15.47,5.94,52.79,119.50
NL050550,3/22/2017 21:53,122.00,4.69,30.52,14.46,6.44,52.80,119.50
NL050550,3/23/2017 7:33,128.00,4.79,30.97,14.37,7.06,52.80,119.50
NL050550,2/11/2017 7:56,123.00,4.77,28.18,14.72,6.62,52.80,119.50
NL050550,4/7/2017 13:33,125.00,4.81,30.07,15.45,7.87,52.80,119.50
NL050550,4/4/2017 20:20,122.00,5.04,24.83,15.75,5.52,52.80,119.50
NL250550,2/11/2017 13:04,120.00,4.86,27.68,14.39,6.18,52.80,119.50
NL050550,1/28/2017 3:18,122.00,4.70,29.05,15.48,6.11,52.81,119.50
NL050550,3/30/2017 13:36,122.00,4.87,29.00,15.32,6.51,52.81,119.50
NL050550,1/13/2017 4:58,123.00,4.61,26.16,15.71,5.96,52.81,119.50
NL050550,1/11/2017 22:02,123.00,4.39,25.66,14.96,7.02,52.81,119.50
NL250550,4/4/2017 18:07,122.00,4.88,27.08,14.51,6.86,52.82,119.50
NL050550,3/6/2017 13:44,123.00,4.97,28.71,15.52,6.97,52.82,119.50
NL050550,3/29/2017 2:00,122.00,4.56,24.13,15.81,6.45,52.82,119.50
NL050550,2/4/2017 15:31,123.00,4.78,24.01,15.68,6.74,52.82,119.50
NL050550,4/8/2017 5:54,127.00,4.75,28.41,15.21,6.65,52.82,119.50
NL050550,2/27/2017 17:11,126.00,4.95,28.11,15.32,6.85,52.83,119.50
NL050550,1/13/2017 3:19,123.00,4.52,26.13,15.80,6.41,52.84,119.50
NL050550,4/7/2017 8:41,122.00,5.14,27.36,15.81,5.81,52.84,119.50
NL250550,1/9/2017 14:22,121.00,4.27,21.93,14.33,6.55,52.84,119.50
NL050550,4/14/2017 14:42,125.00,4.84,24.91,15.60,6.00,52.84,119.50
NL050550,1/11/2017 12:53,124.00,4.45,31.14,15.09,6.90,52.84,119.50
NL050550,1/28/2017 7:14,125.00,4.50,27.06,15.22,6.29,52.84,119.50
NL250550,4/4/2017 10:23,124.00,4.80,27.70,14.84,6.37,52.84,119.50
NL050550,3/7/2017 8:58,120.00,4.94,26.11,15.98,6.49,52.84,119.50
NL050550,1/20/2017 20:55,125.00,4.86,27.72,15.42,6.17,52.85,119.50
NL250550,2/11/2017 15:54,123.00,4.68,27.28,14.57,6.18,52.85,119.50
NL050550,1/20/2017 8:33,126.00,4.96,28.77,15.62,6.06,52.86,119.50
NL050550,1/19/2017 12:34,121.00,4.75,,15.02,6.67,52.86,119.50
NL050550,2/10/2017 10:37,125.00,4.73,28.71,15.19,6.61,52.86,119.50
NL050550,1/26/2017 14:25,119.00,4.54,25.82,15.08,6.28,52.87,119.50
NL050550,3/30/2017 8:42,124.00,4.80,28.14,15.54,6.28,52.87,119.50
NL250550,2/11/2017 15:20,124.00,4.66,26.72,14.65,6.31,52.87,119.50
NL050550,4/6/2017 7:09,121.00,4.99,27.09,15.95,6.07,52.88,119.50
NL250550,1/10/2017 14:17,122.00,4.14,23.22,14.98,6.24,52.88,119.50
NL050550,1/20/2017 14:37,131.00,4.83,27.18,15.74,6.32,52.89,119.50
NL250550,4/4/2017 17:00,123.00,4.97,27.16,14.58,6.59,52.90,119.50
NL050550,1/29/2017 21:40,121.00,4.50,28.12,14.74,6.56,52.90,119.50
NL050550,1/25/2017 17:22,127.00,4.63,28.56,14.77,6.50,52.90,119.50
NL050550,1/10/2017 21:11,120.00,4.26,24.55,15.85,6.22,52.91,119.50
NL050550,2/9/2017 2:55,122.00,4.86,30.88,15.08,6.30,52.91,119.50
NL050550,1/26/2017 10:26,121.00,4.51,26.53,15.21,6.42,52.92,119.50
NL050550,2/10/2017 12:18,125.00,4.86,28.45,15.22,6.52,52.92,119.50
NL050550,2/20/2017 8:15,122.00,4.98,28.45,15.82,6.78,52.92,119.50
NL050550,4/15/2017 23:24,127.00,5.06,27.00,15.65,6.04,52.93,119.50
NL050550,2/21/2017 8:56,121.00,5.03,27.80,15.53,6.61,52.93,119.50
NL050550,4/6/2017 12:07,121.00,4.84,25.43,15.94,5.77,52.94,119.50
NL050550,2/10/2017 20:28,121.00,5.01,28.75,15.38,6.11,52.94,119.50
NL050550,3/29/2017 7:21,124.00,4.66,29.47,15.55,6.96,52.94,119.50
NL050550,3/28/2017 2:13,127.00,4.71,30.51,15.51,7.04,52.95,119.50
NL050550,1/27/2017 13:22,121.00,4.60,29.39,15.21,6.50,52.95,119.50
NL050550,1/27/2017 17:26,126.00,4.63,29.16,15.20,6.16,52.95,119.50
NL050550,2/19/2017 20:36,124.00,4.99,28.87,15.55,6.43,52.95,119.50
NL050550,2/9/2017 16:53,127.00,4.78,28.81,15.24,6.35,52.95,119.50
NL250550,1/10/2017 11:28,121.00,4.43,20.03,15.04,6.77,52.96,119.50
NL110550,3/8/2017 8:42,124.00,4.77,28.50,15.72,6.82,52.96,119.50
NL050550,3/22/2017 14:23,133.00,4.91,29.69,14.28,6.72,52.96,119.50
NL250550,1/10/2017 13:08,123.00,4.31,22.49,14.93,6.20,52.96,119.50
NL050550,4/15/2017 7:15,121.00,4.97,26.84,15.67,6.47,52.96,119.50
NL050550,3/30/2017 0:33,126.00,4.92,25.83,15.35,6.39,52.97,119.50
NL050550,1/30/2017 5:11,121.00,4.53,28.30,15.06,6.41,52.97,119.50
NL050550,1/4/2017 11:35,125.00,4.84,24.68,16.79,6.33,52.97,119.50
NL050550,1/27/2017 8:00,123.00,4.47,29.10,15.26,6.57,52.97,119.50
NL050550,4/4/2017 21:55,122.00,4.63,24.00,16.06,5.92,52.98,119.50
NL250550,1/10/2017 13:41,126.00,4.36,27.43,14.94,6.25,52.98,119.50
NL050550,3/4/2017 10:42,127.00,5.09,29.78,15.41,6.59,52.98,119.50
NL050550,2/9/2017 9:19,123.00,4.80,30.85,14.84,6.35,52.98,119.50
NL050550,3/30/2017 5:30,121.00,4.72,26.38,15.62,6.43,52.98,119.50
NL050550,1/26/2017 16:24,121.00,4.63,27.89,15.19,6.14,52.99,119.50
NL250550,1/9/2017 8:38,113.00,4.08,22.76,14.58,7.05,52.99,119.50
NL050550,4/15/2017 12:10,126.00,5.06,29.57,15.44,6.04,52.99,119.50
NL050550,3/29/2017 21:05,120.00,4.85,26.54,15.38,6.60,53.00,119.50
NL050550,3/8/2017 21:32,125.00,4.73,27.77,15.94,6.84,53.01,119.50
NL050550,4/4/2017 23:30,125.00,5.01,26.08,15.70,5.87,53.01,119.50
NL250550,1/18/2017 8:50,122.00,4.83,26.21,15.11,6.63,53.01,119.50
NL050550,2/5/2017 11:50,122.00,4.89,29.06,15.34,6.99,53.02,119.50
NL110550,1/18/2017 9:21,121.00,4.84,28.31,15.10,6.22,53.02,119.50
NL050550,1/27/2017 15:27,126.00,4.50,28.35,15.22,6.39,53.02,119.50
NL050550,2/5/2017 15:05,122.00,4.91,29.25,15.23,6.95,53.02,119.50
NL050550,1/20/2017 16:11,130.00,4.88,28.35,15.84,6.34,53.03,119.50
NL050550,2/9/2017 13:11,123.00,4.99,30.69,15.00,6.83,53.03,119.50
NL050550,4/16/2017 19:48,121.00,5.06,28.15,15.81,5.93,53.03,119.50
NL050550,4/5/2017 1:09,129.00,4.97,27.06,15.87,5.93,53.03,119.50
NL050550,4/5/2017 22:59,122.00,4.67,24.92,16.82,6.17,53.03,119.50
NL050550,2/10/2017 23:44,121.00,4.18,28.63,16.92,7.06,53.03,119.50
NL050550,1/20/2017 17:44,127.00,4.77,28.18,15.67,6.26,53.03,119.50
NL050550,4/6/2017 13:49,125.00,4.97,25.11,15.81,6.89,53.03,119.50
NL110550,4/13/2017 5:09,127.00,4.92,28.11,15.39,6.06,53.04,119.50
NL110550,4/13/2017 3:30,122.00,4.83,28.49,15.50,6.24,53.04,119.50
NL110550,3/8/2017 11:49,124.00,4.87,26.73,15.55,6.36,53.05,119.50
NL050550,1/11/2017 0:23,129.00,4.29,26.71,15.91,6.10,53.06,119.50
NL250550,1/10/2017 2:42,123.00,4.48,25.84,15.01,6.76,53.06,119.50
NL050550,1/10/2017 19:34,123.00,4.25,20.30,15.72,6.50,53.06,119.50
NL050550,1/27/2017 2:41,121.00,4.44,27.64,15.14,6.34,53.06,119.50
NL050550,3/30/2017 15:13,127.00,4.82,28.23,15.42,6.71,53.07,119.50
NL050550,3/28/2017 0:05,123.00,4.80,26.29,15.60,6.79,53.07,119.50
NL050550,4/6/2017 15:41,123.00,5.04,27.62,16.00,6.47,53.07,119.50
NL050550,4/15/2017 18:36,129.00,5.21,30.69,15.49,5.85,53.07,119.50
NL250550,1/9/2017 22:55,128.00,4.31,24.27,14.58,6.07,53.08,119.50
NL050550,4/4/2017 2:52,121.00,4.87,28.10,14.89,6.71,53.08,119.50
NL050550,1/10/2017 15:54,123.00,4.21,22.17,15.74,6.47,53.08,119.50
NL050550,2/9/2017 15:03,123.00,4.93,30.01,14.95,7.03,53.08,119.50
NL050550,1/25/2017 19:22,122.00,4.54,28.17,14.94,6.27,53.09,119.50
NL050550,3/8/2017 23:05,123.00,4.93,27.49,15.79,6.62,53.10,119.50
NL050550,2/17/2017 18:38,121.00,4.88,28.56,15.67,6.99,53.10,119.50
NL250550,1/9/2017 17:16,123.00,4.25,23.14,14.35,6.62,53.11,119.50
